ID,join_date,YOB,education,martial_status,Income,Kidhome,Teenhome,Recency,Complain,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response
10542,2012-08-05,1968-01-01,PhD,Married,36778.0,1,1,63,0,3,0,3,9,29,4,34,2,4,4,3,0,0,0,0,0,0
8015,2013-05-03,1962-01-01,PhD,Divorced,85696.0,0,0,88,0,4,6,9,1,714,76,395,116,0,12,1,0,0,0,0,0,1
10617,2014-05-22,1989-01-01,Master,Divorced,10979.0,0,0,34,0,3,0,3,5,8,4,10,2,2,4,2,0,0,0,0,0,0
11166,2013-02-02,1961-01-01,Graduation,Married,49678.0,0,1,81,0,6,2,4,7,229,5,56,3,2,20,2,0,0,0,0,0,0
849,2013-06-20,1953-01-01,Master,Together,56129.0,0,1,65,0,6,2,10,4,320,48,133,39,72,48,4,0,0,0,0,0,0
523,2013-01-31,1989-01-01,Graduation,Married,37155.0,1,0,51,0,2,0,4,5,23,0,26,7,15,3,1,0,0,0,0,0,0
4066,2014-05-11,1978-01-01,2n Cycle,Divorced,21282.0,1,0,76,0,2,1,2,6,1,5,8,4,8,20,2,0,0,0,0,0,0
8414,2013-08-17,1962-01-01,PhD,Single,33419.0,0,1,76,0,2,0,4,7,56,0,12,0,0,18,2,0,0,0,0,0,0
819,2013-11-05,1945-01-01,Graduation,Widow,63285.0,0,0,84,0,6,5,13,3,508,124,249,50,38,134,1,0,0,0,0,0,0
4961,2014-01-21,1974-01-01,Master,Together,21255.0,1,0,56,0,2,1,4,4,29,0,25,2,2,3,4,0,0,0,0,0,0
749,2013-11-19,1981-01-01,Graduation,Together,42162.0,1,0,31,0,3,1,3,6,46,7,59,2,4,27,2,0,0,1,0,0,1
5430,2012-09-14,1956-01-01,Graduation,Together,54450.0,1,1,0,0,9,2,8,8,454,0,171,8,19,32,12,0,0,0,0,0,0
7755,2013-11-12,1954-01-01,PhD,Married,57744.0,0,1,91,0,9,1,4,8,350,3,39,0,0,19,2,0,0,0,0,0,0
10525,2012-10-13,1986-01-01,Graduation,Single,26576.0,1,0,40,0,1,0,2,9,10,0,8,0,0,9,1,0,0,1,0,0,1
1453,2013-07-06,1943-01-01,PhD,Widow,57513.0,0,0,59,0,9,3,13,6,735,40,183,52,20,30,2,0,0,0,0,0,0
8310,2012-08-29,1964-01-01,Graduation,Together,68142.0,0,1,96,0,10,4,7,6,897,126,196,91,112,37,3,0,0,0,0,0,0
10710,2012-08-29,1979-01-01,Graduation,Married,7500.0,0,1,61,0,1,0,2,8,5,2,3,3,0,5,1,0,0,0,0,0,0
5031,2012-09-22,1974-01-01,Graduation,Together,83145.0,0,0,14,0,5,9,11,2,777,35,731,39,137,114,1,0,0,0,0,1,1
2613,2014-04-03,1960-01-01,Master,Married,54197.0,0,1,16,0,1,3,6,1,162,6,37,6,13,13,2,0,0,0,0,0,0
213,2014-05-28,1963-01-01,PhD,Single,23091.0,1,1,98,0,2,1,3,7,35,0,11,0,0,2,4,0,0,0,0,0,0
967,2013-07-21,1976-01-01,Graduation,Married,46049.0,1,1,11,0,5,2,9,7,342,9,112,19,14,19,10,0,0,0,0,0,1
1077,2012-12-05,1974-01-01,Graduation,Together,56715.0,0,0,52,0,7,3,4,4,258,105,239,237,172,9,1,0,0,0,0,0,0
7959,2014-05-29,1961-01-01,Graduation,Married,79410.0,0,0,19,0,3,2,5,1,658,80,483,123,13,13,1,0,0,0,0,0,0
640,2013-03-11,1951-01-01,Graduation,Married,57304.0,0,1,61,0,7,6,10,5,356,80,329,138,17,106,2,0,0,0,0,0,0
4252,2014-03-23,1965-01-01,Graduation,Married,44375.0,0,1,73,0,4,1,6,5,213,5,28,7,7,41,1,0,0,0,0,0,0
8432,2012-09-14,1956-01-01,Graduation,Together,54450.0,1,1,0,0,9,2,8,8,454,0,171,8,19,32,12,0,0,0,0,0,0
6218,2012-10-20,1965-01-01,Graduation,Married,59594.0,0,1,74,0,8,1,7,7,457,4,29,0,0,9,1,0,0,0,1,0,0
6905,2012-08-22,1994-01-01,Graduation,Together,80685.0,0,0,55,0,6,4,10,2,241,45,604,34,26,54,1,0,0,0,0,0,0
5922,2013-10-13,1974-01-01,PhD,Married,40344.0,0,1,48,0,4,1,5,7,210,0,6,0,0,2,2,0,0,0,0,0,0
3598,2013-05-23,1972-01-01,Graduation,Married,62710.0,0,1,53,0,4,2,12,4,441,35,83,7,29,11,4,0,0,0,0,0,0
6116,2013-07-05,1968-01-01,2n Cycle,Married,48985.0,0,1,13,0,1,1,3,3,19,13,18,10,7,8,1,0,0,0,0,0,0
6263,2012-08-22,1968-01-01,Graduation,Together,35322.0,1,2,34,0,2,0,4,8,28,9,37,12,7,13,3,0,0,0,0,0,0
10486,2013-05-29,1948-01-01,Graduation,Married,77142.0,0,0,54,0,4,4,8,2,476,75,162,29,151,97,1,0,0,0,0,0,0
2410,2014-01-22,1969-01-01,Graduation,Single,81657.0,0,0,69,0,3,4,8,1,364,40,425,158,60,50,1,0,0,0,0,0,0
193,2014-02-17,1996-01-01,Basic,Married,14421.0,0,0,81,0,1,0,2,5,0,0,2,3,3,8,1,0,0,1,0,0,0
3363,2014-03-17,1974-01-01,2n Cycle,Married,20130.0,0,0,99,0,1,0,3,8,0,6,3,7,6,12,1,0,0,0,0,0,0
8278,2012-08-26,1990-01-01,PhD,Married,74214.0,0,0,3,0,8,2,5,5,863,83,547,86,99,33,1,0,0,0,0,0,0
10660,2014-01-12,1957-01-01,Master,Married,66726.0,1,1,61,0,8,2,4,7,349,7,35,0,0,47,3,0,0,0,1,0,0
8686,2013-01-08,1979-01-01,Basic,Together,23724.0,1,0,65,0,2,0,3,8,5,23,15,0,18,14,2,0,0,0,0,0,0
1604,2013-11-13,1960-01-01,Master,Married,47353.0,0,1,93,0,2,2,6,5,184,2,19,8,8,4,3,0,0,0,0,0,0
5907,2012-11-03,1952-01-01,Master,Married,33444.0,1,1,24,0,1,0,2,8,8,0,8,0,0,2,1,0,0,0,0,0,0
10669,2013-05-17,1981-01-01,Graduation,Married,54386.0,0,1,8,0,3,2,10,3,277,21,64,62,21,25,2,0,0,0,0,0,0
2918,2013-04-13,1981-01-01,Graduation,Divorced,28510.0,1,1,72,0,2,0,4,5,44,5,19,0,4,19,3,0,0,0,0,0,0
5735,2014-02-13,1991-01-01,Master,Single,90638.0,0,0,29,0,3,4,10,1,1156,120,915,94,144,96,1,0,0,0,0,1,0
359,2013-01-13,1950-01-01,Graduation,Together,48070.0,0,1,33,1,8,2,6,7,373,14,83,6,9,19,3,0,0,0,0,0,0
8387,2013-01-05,1957-01-01,Graduation,Married,43140.0,0,1,68,0,4,1,5,6,134,8,76,6,0,11,1,0,0,0,0,0,0
1829,2013-01-19,1961-01-01,PhD,Divorced,54959.0,0,1,55,0,9,5,4,7,1148,0,60,0,0,24,3,0,0,0,1,0,1
3839,2013-05-03,1958-01-01,Basic,Single,15056.0,1,1,76,0,2,2,3,5,6,12,3,21,6,40,5,0,0,0,0,0,0
9392,2014-05-08,1971-01-01,Graduation,Single,26954.0,1,0,17,0,1,0,2,7,4,1,11,0,0,1,1,0,0,0,0,0,0
2292,2013-08-02,1985-01-01,Graduation,Single,22327.0,1,0,94,0,1,0,3,5,5,4,8,2,0,5,1,0,0,0,0,0,0
10466,2013-08-22,1965-01-01,Graduation,Married,44393.0,1,1,86,0,1,0,4,4,24,2,20,2,2,10,2,0,0,0,0,0,0
9855,2013-08-25,1952-01-01,PhD,Single,62000.0,0,1,25,0,6,6,13,4,899,0,101,0,0,20,1,1,0,0,0,0,0
4088,2012-12-06,1962-01-01,PhD,Together,31497.0,0,1,22,0,3,1,4,8,108,1,28,13,1,4,2,0,0,0,0,0,0
5231,2014-02-27,1974-01-01,2n Cycle,Married,45894.0,0,2,15,0,1,0,3,5,27,2,7,0,2,13,1,0,0,0,0,0,0
590,2012-12-22,1970-01-01,Master,Divorced,78579.0,0,0,35,0,5,6,4,3,816,66,549,216,66,99,1,0,0,0,0,0,1
8732,2012-11-17,1969-01-01,Master,Widow,67369.0,0,1,81,0,7,4,10,4,1298,0,70,37,14,42,4,0,0,0,1,1,1
2315,2014-04-20,1960-01-01,Graduation,Divorced,58401.0,0,1,55,0,1,2,2,4,10,0,11,17,29,29,1,0,0,0,0,0,0
3515,2014-02-17,1952-01-01,Graduation,Single,62307.0,0,1,94,0,4,0,4,5,87,13,34,10,6,10,1,0,0,0,0,0,0
2245,2013-04-22,1969-01-01,Master,Married,43641.0,1,1,50,0,2,1,4,6,57,2,51,4,2,23,3,0,0,0,0,0,0
6283,2013-04-21,1968-01-01,Master,Divorced,63841.0,0,1,64,0,9,3,9,6,635,15,100,20,7,131,1,0,0,0,0,0,0
2246,2013-09-01,1965-01-01,2n Cycle,Married,46891.0,0,1,91,0,2,1,4,4,43,12,23,29,15,61,1,0,0,0,0,0,0
6606,2013-03-31,1969-01-01,Master,Married,70091.0,1,0,11,0,5,2,10,8,964,34,137,15,0,11,2,0,0,0,1,0,0
5545,2014-04-05,1972-01-01,PhD,Married,78075.0,0,0,72,0,3,5,5,1,572,8,259,34,35,80,1,0,0,0,0,0,0
7342,2012-09-09,1961-01-01,2n Cycle,Widow,59184.0,0,1,6,0,6,6,12,5,341,142,113,259,151,66,3,0,0,0,0,0,0
837,2013-09-11,1977-01-01,Graduation,Married,54809.0,1,1,0,0,2,1,5,4,63,6,57,13,13,22,4,0,0,0,0,0,0
9500,2013-01-25,1959-01-01,Graduation,Married,58113.0,0,1,66,1,9,2,8,7,221,104,169,102,78,84,3,0,0,0,0,0,0
3602,2013-12-31,1958-01-01,Master,Married,51412.0,0,1,42,0,3,2,4,4,140,3,29,4,5,14,2,0,0,0,0,0,0
234,2012-10-10,1979-01-01,Graduation,Divorced,15287.0,1,0,60,0,1,1,2,7,1,2,8,4,3,13,2,0,0,1,0,0,1
2995,2013-08-17,1957-01-01,Master,Together,66636.0,0,0,64,0,3,4,9,1,291,10,689,84,10,0,1,0,0,0,0,0,0
1118,2013-02-20,1956-01-01,Master,Married,50965.0,0,1,87,0,10,4,5,8,544,13,85,8,6,29,3,0,0,1,0,0,0
7789,2013-11-22,1965-01-01,PhD,Married,84618.0,0,0,96,0,6,9,10,2,684,100,801,21,66,0,1,0,0,0,0,1,0
3068,2013-10-29,1990-01-01,Graduation,Married,18351.0,0,0,1,0,2,0,3,7,1,12,9,0,14,7,1,0,0,0,0,0,0
8955,2014-02-16,1957-01-01,PhD,Together,40451.0,0,2,54,0,1,1,2,5,35,0,4,0,0,10,1,0,0,1,0,0,0
945,2013-05-22,1965-01-01,Graduation,Together,36317.0,0,1,53,0,3,0,4,7,87,3,25,3,2,13,2,0,0,0,0,0,0
5644,2013-10-12,1957-01-01,Graduation,Together,42213.0,0,1,96,0,5,1,7,7,309,3,24,4,3,20,2,0,0,0,1,0,0
7192,2013-04-15,1955-01-01,Graduation,Together,65748.0,0,1,58,1,2,4,10,1,172,73,93,95,78,34,2,0,0,0,0,0,0
2324,2013-10-27,1972-01-01,Graduation,Together,77044.0,0,1,12,0,7,11,11,4,625,38,242,50,34,76,2,0,0,1,0,0,0
697,2013-03-12,1969-01-01,Graduation,Together,74918.0,0,0,78,0,5,9,6,3,972,59,913,25,19,59,1,0,0,0,0,1,0
3439,2012-10-31,1972-01-01,Graduation,Married,56721.0,1,1,64,0,4,1,5,6,157,6,39,6,13,75,5,0,0,0,0,0,0
1506,2013-06-28,1975-01-01,Graduation,Single,42160.0,1,1,26,0,2,1,4,6,48,9,45,3,15,20,4,0,0,0,0,0,1
232,2013-07-17,1965-01-01,Graduation,Single,61559.0,0,1,8,0,4,2,10,3,279,83,88,32,14,34,1,0,0,0,0,0,0
8876,2012-08-08,1963-01-01,PhD,Together,33629.0,1,1,49,0,3,1,4,9,132,0,16,0,0,4,5,0,0,0,0,0,0
4500,2013-10-06,1991-01-01,PhD,Together,68682.0,0,0,56,0,4,9,10,2,919,0,505,99,30,45,1,0,0,0,0,0,0
9739,2013-01-19,1963-01-01,Graduation,Single,34377.0,0,1,55,0,2,2,2,7,62,0,22,3,1,26,2,0,0,0,0,0,0
10395,2012-08-22,1986-01-01,Basic,Single,8940.0,1,0,25,0,3,1,3,8,1,45,3,4,6,42,3,0,0,0,0,0,0
1176,2013-09-22,1973-01-01,Graduation,Married,26228.0,1,0,50,0,1,0,2,8,2,6,4,3,1,9,1,0,0,0,0,0,0
1627,2013-01-26,1957-01-01,2n Cycle,Divorced,77297.0,0,0,84,0,5,7,9,4,408,61,109,48,122,41,1,1,0,0,0,0,0
938,2013-07-30,1981-01-01,Graduation,Married,40211.0,1,1,30,0,2,1,2,8,51,1,7,2,1,25,2,0,0,1,0,0,0
2740,2013-09-22,1958-01-01,PhD,Widow,33438.0,1,1,81,0,2,1,4,5,62,1,16,3,2,6,4,0,0,0,0,0,0
257,2013-04-28,1959-01-01,PhD,Married,75032.0,0,1,74,0,5,4,9,3,952,12,180,47,12,12,2,0,0,0,0,0,0
4058,2013-10-12,1955-01-01,PhD,Single,61284.0,0,0,76,0,11,2,8,6,618,15,106,20,7,45,1,0,0,0,1,0,0
7736,2012-10-22,1986-01-01,Graduation,Married,22518.0,1,0,36,0,2,1,2,5,11,7,12,2,2,27,2,0,0,1,0,0,1
8210,2013-08-15,1975-01-01,Master,Married,54730.0,0,1,64,0,4,1,8,4,318,3,17,4,7,56,5,0,0,0,0,0,0
833,2014-03-30,1955-01-01,Master,Married,38452.0,1,1,62,0,3,0,3,7,56,0,14,0,0,2,3,0,0,0,0,0,0
6230,2013-02-15,1971-01-01,Graduation,Divorced,44421.0,1,1,53,0,5,0,4,8,110,5,59,7,1,7,5,0,0,0,0,0,0
7325,2013-06-29,1986-01-01,PhD,Together,38197.0,1,0,86,0,1,0,3,5,23,0,11,2,1,3,1,0,0,0,0,0,0
1307,2014-02-09,1978-01-01,Graduation,Divorced,41986.0,0,1,15,0,3,0,4,4,27,5,8,8,3,12,3,0,0,0,0,0,0
1502,2013-03-21,1983-01-01,Graduation,Together,28427.0,1,0,67,0,2,0,3,8,18,3,19,3,3,6,2,0,0,0,0,0,0
6211,2014-05-02,1976-01-01,PhD,Together,37395.0,1,0,47,0,1,0,3,6,18,0,9,0,1,11,1,0,0,0,0,0,0
843,2014-05-26,1971-01-01,Graduation,Married,64722.0,1,0,47,0,8,2,11,6,303,0,280,60,147,15,4,0,0,0,0,0,0
4174,2014-04-17,1956-01-01,Master,Together,55249.0,0,1,81,0,2,1,4,3,97,1,19,2,0,11,1,0,0,0,0,0,0
9757,2013-10-04,1972-01-01,Graduation,Together,84906.0,0,0,98,0,5,6,12,2,997,15,414,99,30,76,1,0,1,0,1,1,0
6918,2013-07-04,1989-01-01,Graduation,Married,28691.0,1,0,56,0,1,0,3,8,5,4,13,8,0,4,1,0,0,0,0,0,0
286,2013-11-29,1952-01-01,Graduation,Single,44213.0,1,1,48,0,2,1,5,6,95,11,35,0,4,7,4,0,0,0,0,0,0
11086,2014-01-18,1984-01-01,Basic,Single,25707.0,1,0,18,0,1,0,3,7,1,6,2,3,6,3,1,0,0,0,0,0,0
1921,2013-10-03,1967-01-01,PhD,Married,59062.0,2,1,74,0,2,0,3,4,46,1,12,3,0,9,2,0,0,0,0,0,0
4138,2014-05-24,1962-01-01,Graduation,Single,76624.0,0,1,68,0,5,10,7,1,411,106,147,54,115,66,1,0,0,1,0,0,0
7718,2014-04-20,1947-01-01,Master,Together,66000.0,0,0,36,0,1,3,5,1,244,51,270,101,0,45,1,0,0,0,0,0,0
1291,2012-08-04,1978-01-01,PhD,Together,27683.0,1,0,90,0,6,2,4,8,152,9,121,12,12,45,4,0,0,0,0,0,0
6862,2014-05-18,1971-01-01,Graduation,Divorced,1730.0,0,0,65,0,0,0,0,20,1,1,3,1,1,1,15,0,0,0,0,0,0
4136,2012-12-03,1992-01-01,Basic,Single,7500.0,1,0,63,0,3,2,2,9,10,17,18,8,26,40,4,0,0,0,0,0,0
803,2013-04-05,1968-01-01,Graduation,Together,40521.0,1,1,82,0,0,1,2,5,12,0,5,0,0,4,1,0,0,0,0,0,0
4298,2014-03-24,1973-01-01,PhD,Together,20427.0,1,0,63,0,1,0,2,8,5,0,4,0,0,1,1,0,0,0,0,0,0
10833,2014-05-24,1975-01-01,Graduation,Married,65106.0,0,1,55,0,8,3,13,6,790,19,133,12,0,19,3,0,0,0,1,0,0
9606,2013-08-27,1965-01-01,PhD,Married,69969.0,0,0,64,0,4,2,6,3,882,29,514,38,29,44,1,1,0,0,0,1,1
8534,2013-07-16,1952-01-01,Graduation,Married,67433.0,0,2,51,0,6,5,13,4,615,28,259,12,48,30,4,0,0,0,1,0,0
5153,2013-02-22,1967-01-01,PhD,Married,77766.0,0,1,97,0,11,10,11,6,1004,59,265,115,59,27,2,0,0,1,0,0,1
961,2013-09-12,1972-01-01,Graduation,Married,74716.0,0,1,92,0,7,3,5,4,133,27,421,13,195,71,2,0,0,0,0,0,0
5011,2013-10-18,1963-01-01,Graduation,Divorced,68118.0,0,1,51,0,8,9,4,6,595,23,123,10,23,154,2,0,0,0,0,0,0
6653,2012-07-30,1970-01-01,PhD,Married,55158.0,1,1,72,0,7,2,5,7,293,0,87,4,11,23,4,0,0,0,0,0,1
9094,2012-08-03,1955-01-01,2n Cycle,Married,62972.0,0,1,39,0,7,4,3,6,313,15,47,20,0,192,2,0,0,0,0,0,1
810,2014-05-12,1975-01-01,Graduation,Married,74190.0,0,1,49,0,4,2,11,2,151,81,86,168,91,64,2,0,0,0,0,0,0
5493,2014-03-19,1976-01-01,Graduation,Married,39356.0,1,1,21,0,1,0,2,6,15,0,2,0,0,6,1,0,0,1,0,0,0
2147,2013-08-16,1969-01-01,Graduation,Together,76653.0,0,0,91,0,4,7,11,2,736,63,946,219,189,126,1,1,0,0,0,1,0
5107,2014-05-19,1973-01-01,PhD,Divorced,35860.0,1,1,37,0,1,1,2,5,15,0,8,4,2,20,2,0,0,1,0,0,0
3979,2013-05-22,1983-01-01,PhD,Divorced,90687.0,0,0,98,0,6,2,8,2,982,17,672,23,34,51,1,0,0,0,0,1,1
6049,2013-12-05,1982-01-01,Master,Together,73450.0,0,0,85,0,7,8,11,3,1142,51,415,90,69,37,1,1,0,1,0,0,0
8147,2013-07-06,1960-01-01,Graduation,Married,31454.0,1,1,40,0,2,0,3,8,28,0,11,0,0,9,3,0,0,0,0,0,0
1857,2014-03-06,1952-01-01,Graduation,Single,47139.0,1,1,2,0,2,1,2,7,46,0,12,0,2,23,2,0,0,0,0,0,1
3910,2013-10-08,1975-01-01,Graduation,Divorced,83829.0,0,0,78,0,4,7,6,1,897,161,430,186,161,27,0,1,0,1,0,1,1
5207,2012-09-24,1963-01-01,PhD,Married,53378.0,1,1,41,0,9,4,6,8,489,6,152,8,6,132,10,0,0,0,0,0,1
11114,2013-02-08,1970-01-01,Graduation,Together,19656.0,1,0,94,0,2,1,3,7,25,4,9,6,8,32,3,0,0,0,0,0,0
5429,2013-08-20,1948-01-01,PhD,Married,45579.0,0,1,10,0,4,1,4,6,145,1,33,2,1,1,1,0,0,0,0,0,0
9400,2014-06-21,1958-01-01,2n Cycle,Single,85485.0,0,0,73,0,6,6,6,2,630,26,611,44,18,54,1,0,0,0,0,0,0
1740,2014-04-07,1944-01-01,Graduation,Married,55956.0,0,0,22,0,7,3,4,4,760,38,104,50,9,38,2,0,0,0,1,0,0
7488,2013-01-22,1963-01-01,Master,Single,64191.0,0,1,30,0,5,3,13,3,420,15,186,151,38,15,3,0,0,0,0,0,0
195,2012-08-26,1972-01-01,Graduation,Single,38808.0,1,0,21,0,5,1,4,8,125,17,52,3,19,30,4,0,0,1,0,0,1
635,2013-03-19,1966-01-01,Master,Married,57183.0,1,1,51,0,9,1,7,8,464,5,64,7,0,70,8,0,0,0,0,0,0
7527,2012-11-21,1968-01-01,Master,Divorced,23748.0,1,0,97,0,2,1,3,8,6,6,29,12,15,8,3,0,0,0,0,0,0
10319,2013-02-26,1971-01-01,Graduation,Married,66303.0,0,1,56,0,3,4,11,8,1090,12,96,16,12,60,4,0,0,0,1,0,0
2296,2013-12-16,1975-01-01,Master,Married,37368.0,1,0,4,0,1,0,2,6,3,2,11,2,2,10,1,0,0,1,0,0,0
10637,2013-01-01,1964-01-01,Graduation,Married,40800.0,1,2,77,1,3,0,3,7,24,0,27,8,30,10,2,0,0,0,0,0,0
2931,2012-09-21,1978-01-01,Graduation,Divorced,71847.0,0,0,95,0,6,7,9,3,737,21,106,55,63,210,0,1,0,0,0,0,0
907,2013-11-29,1975-01-01,Graduation,Married,46149.0,0,1,36,0,5,1,7,5,254,6,71,4,0,27,5,0,0,0,0,0,0
3698,2012-08-09,1983-01-01,Graduation,Together,78687.0,0,0,13,0,4,6,8,2,817,185,687,145,55,241,1,0,0,0,0,1,1
9516,2012-08-18,1971-01-01,2n Cycle,Divorced,49118.0,0,0,90,0,9,7,10,7,620,54,239,99,98,119,2,0,1,0,1,0,1
679,2012-09-20,1957-01-01,PhD,Married,37633.0,1,1,49,0,1,0,3,9,13,4,20,0,0,1,2,0,0,0,0,0,0
7384,2013-07-21,1951-01-01,Master,Together,39767.0,0,0,18,0,7,1,7,8,113,61,204,34,26,47,2,0,0,0,0,0,0
5043,2012-11-05,1951-01-01,Basic,Married,26997.0,0,0,89,0,4,2,5,7,7,23,78,133,49,144,2,0,0,0,0,0,0
5267,2013-03-14,1970-01-01,Graduation,Divorced,33986.0,1,0,43,0,1,0,3,7,16,2,18,2,1,5,1,0,0,0,0,0,0
339,2012-11-23,1972-01-01,PhD,Married,57091.0,0,1,82,0,9,2,5,7,462,0,24,6,0,4,2,0,0,0,1,0,1
2516,2013-06-08,1969-01-01,2n Cycle,Married,46831.0,1,1,84,0,1,2,2,4,22,2,10,6,4,34,2,0,0,0,0,0,0
9010,2013-02-10,1972-01-01,Master,Married,83151.0,0,0,80,0,5,7,10,2,968,147,842,137,42,210,1,1,0,1,0,1,1
378,2012-12-30,1971-01-01,Graduation,Married,52531.0,0,0,68,0,7,2,10,6,283,112,151,51,72,125,2,0,0,0,0,0,0
4808,2013-09-05,1956-01-01,Graduation,Married,15759.0,0,0,12,0,1,0,2,7,1,2,5,6,0,3,1,0,0,0,0,0,0
5068,2013-07-31,1971-01-01,Graduation,Single,22804.0,1,0,75,0,2,0,2,9,14,1,7,2,1,1,1,0,0,0,0,0,0
7628,2014-03-18,1973-01-01,2n Cycle,Married,43050.0,1,0,10,0,2,0,4,5,30,5,24,6,3,8,2,0,0,0,0,0,0
7128,2013-12-07,1977-01-01,PhD,Single,42997.0,1,1,91,0,1,0,2,7,4,0,5,0,1,5,1,0,0,0,0,0,0
2811,2014-04-12,1963-01-01,PhD,Single,48918.0,1,1,21,0,1,0,4,4,52,0,9,0,0,1,2,0,0,0,0,0,0
3551,2014-03-29,1954-01-01,Master,Together,60033.0,0,1,28,0,2,1,5,2,62,1,57,19,11,48,2,0,0,0,0,0,0
1663,2013-10-25,1978-01-01,PhD,Together,34043.0,1,0,97,0,2,0,2,9,20,2,14,3,0,10,1,0,0,0,0,0,0
5543,2013-06-24,1966-01-01,Graduation,Together,57811.0,0,1,49,0,7,2,11,5,545,7,114,37,21,78,5,0,0,0,1,0,0
1577,2014-02-19,1946-01-01,Graduation,Married,78569.0,0,0,14,0,4,6,4,1,558,79,622,207,175,95,1,0,0,0,0,1,1
10641,2012-12-27,1978-01-01,Graduation,Single,7500.0,1,1,5,0,2,1,3,6,6,5,4,13,4,25,4,0,0,0,0,0,0
5336,2013-06-04,1971-01-01,Master,Together,157733.0,1,0,37,0,1,0,1,1,39,1,9,2,0,8,0,0,0,0,0,0,0
6024,2013-03-04,1953-01-01,Graduation,Together,94384.0,0,0,62,0,5,8,5,2,1111,24,790,160,45,172,0,1,0,0,1,1,1
1878,2014-02-18,1985-01-01,2n Cycle,Married,23148.0,0,0,83,0,2,0,3,7,4,6,8,6,3,10,1,0,0,0,0,0,0
3099,2013-02-25,1970-01-01,Graduation,Divorced,44267.0,1,1,48,0,5,2,4,9,183,5,65,3,5,49,5,0,0,0,0,0,0
6055,2012-11-01,1979-01-01,Graduation,Married,71626.0,0,0,94,0,5,5,8,3,546,72,376,94,145,72,1,0,0,0,1,0,0
5841,2013-06-28,1966-01-01,Graduation,Together,60894.0,0,1,61,0,10,3,8,7,606,7,155,10,0,54,5,0,0,0,0,0,0
3972,2013-04-03,1976-01-01,Graduation,Together,50200.0,1,1,70,0,7,1,5,8,266,6,51,8,6,64,6,0,0,0,0,0,0
4394,2014-05-23,1965-01-01,PhD,Married,81051.0,0,0,43,0,5,5,12,2,1142,29,249,38,29,14,1,0,0,0,1,1,0
5758,2014-01-14,1982-01-01,Graduation,Married,65169.0,0,0,23,0,10,4,13,6,1074,0,69,0,0,46,1,1,1,1,0,1,1
6658,2013-07-22,1972-01-01,Graduation,Together,59868.0,0,1,37,0,11,2,12,6,771,51,154,54,10,154,7,0,0,0,0,0,0
4603,2014-01-31,1960-01-01,PhD,Married,65695.0,0,1,50,0,5,4,10,4,371,32,189,0,58,6,2,0,0,0,0,0,0
8427,2012-11-23,1956-01-01,Master,Single,64857.0,0,0,78,0,7,5,10,4,556,14,717,210,0,43,1,0,0,0,0,0,0
10260,2013-08-26,1965-01-01,Master,Together,45143.0,0,1,74,0,6,1,5,7,202,5,74,11,5,14,3,0,0,0,0,0,0
7143,2013-11-06,1955-01-01,2n Cycle,Together,74805.0,0,1,14,0,4,7,10,2,209,162,209,41,162,37,5,0,0,0,0,0,0
8789,2014-01-11,1989-01-01,2n Cycle,Married,59060.0,1,0,77,0,3,1,7,4,35,40,111,36,40,12,3,0,0,0,0,0,0
6197,2013-04-20,1962-01-01,PhD,Single,27238.0,1,1,39,0,3,0,3,9,37,0,17,0,0,3,3,0,0,0,0,0,0
4554,2013-10-01,1965-01-01,Graduation,Together,47009.0,0,1,89,0,3,2,8,4,171,45,73,59,10,90,4,0,0,0,0,0,0
4937,2014-06-10,1973-01-01,2n Cycle,Married,46094.0,1,1,62,0,1,0,3,7,12,2,20,3,2,5,1,0,0,0,0,0,0
1920,2013-07-29,1972-01-01,Graduation,Married,40321.0,1,1,59,0,3,0,3,7,44,4,21,6,0,27,2,0,0,0,0,0,0
8749,2014-02-01,1984-01-01,Graduation,Together,37235.0,1,0,68,0,1,1,2,4,20,2,9,4,6,20,1,0,0,0,0,0,0
1650,2013-04-22,1960-01-01,Master,Married,81843.0,0,0,13,0,5,9,12,3,779,86,537,34,69,138,1,0,0,0,0,0,0
10377,2013-06-06,1958-01-01,Master,Together,46692.0,0,1,37,0,6,1,5,6,170,6,97,24,12,88,3,0,0,0,0,0,0
9206,2014-01-07,1968-01-01,Graduation,Together,77382.0,0,1,36,0,5,7,12,1,491,48,231,112,105,134,2,0,0,0,0,1,0
10971,2012-09-03,1977-01-01,Graduation,Single,37774.0,2,0,28,1,7,2,3,9,173,8,107,7,2,176,4,0,0,1,0,0,1
6398,2014-03-29,1974-01-01,Basic,Married,18393.0,1,0,2,0,3,0,3,8,7,10,13,16,0,4,2,0,0,0,0,0,0
9212,2013-02-14,1962-01-01,Master,Married,72828.0,0,1,17,0,6,3,13,7,1205,0,235,19,14,205,6,0,0,0,0,0,0
7937,2014-04-18,1982-01-01,Graduation,Married,24711.0,0,0,86,0,3,0,3,7,10,7,25,6,3,7,1,0,0,0,0,0,0
839,2013-09-25,1975-01-01,PhD,Married,45503.0,1,0,54,0,3,1,4,5,97,4,44,6,1,18,1,0,0,0,0,0,0
